positives/20191225T000100+0900_infrared_image.png	1	660	386	131	128
positives/20191225T002625+0900_infrared_image.png	1	660	386	131	128
positives/20191225T005148+0900_infrared_image.png	1	660	386	131	128
positives/20191225T011711+0900_infrared_image.png	1	660	386	131	128
positives/20191225T014233+0900_infrared_image.png	1	660	386	131	128
positives/20191225T020757+0900_infrared_image.png	1	660	386	131	128
positives/20191225T023318+0900_infrared_image.png	1	660	386	131	128
positives/20191225T025841+0900_infrared_image.png	1	660	386	131	128
positives/20191225T032403+0900_infrared_image.png	1	660	386	131	128
positives/20191225T034926+0900_infrared_image.png	1	660	386	131	128
positives/20191225T041449+0900_infrared_image.png	1	660	386	131	128
positives/20191225T044013+0900_infrared_image.png	1	660	386	131	128
positives/20191225T050535+0900_infrared_image.png	1	660	386	131	128
positives/20191225T053058+0900_infrared_image.png	1	660	386	131	128
positives/20191225T055620+0900_infrared_image.png	1	660	386	131	128
positives/20191225T062142+0900_infrared_image.png	1	660	386	131	128
positives/20191225T064706+0900_infrared_image.png	1	660	386	131	128
positives/20191225T071228+0900_infrared_image.png	1	660	386	131	128
positives/20191225T073751+0900_infrared_image.png	1	660	386	131	128
positives/20191225T080316+0900_infrared_image.png	1	660	386	131	128
positives/20191225T082843+0900_infrared_image.png	1	660	386	131	128
positives/20191225T085411+0900_infrared_image.png	1	660	386	131	128
positives/20191225T101036+0900_infrared_image.png	1	660	386	131	128
positives/20191225T130850+0900_infrared_image.png	1	660	386	131	128
positives/20191225T160700+0900_infrared_image.png	1	660	386	131	128
positives/20191225T163223+0900_infrared_image.png	1	660	386	131	128
positives/20191225T165746+0900_infrared_image.png	1	660	386	131	128
positives/20191225T172309+0900_infrared_image.png	1	660	386	131	128
positives/20191225T174831+0900_infrared_image.png	1	660	386	131	128
positives/20191225T181354+0900_infrared_image.png	1	660	386	131	128
positives/20191225T183917+0900_infrared_image.png	1	660	386	131	128
positives/20191225T190440+0900_infrared_image.png	1	660	386	131	128
positives/20191225T193002+0900_infrared_image.png	1	660	386	131	128
positives/20191225T195525+0900_infrared_image.png	1	660	386	131	128
positives/20191225T202048+0900_infrared_image.png	1	660	386	131	128
positives/20191225T204611+0900_infrared_image.png	1	660	386	131	128
positives/20191225T211134+0900_infrared_image.png	1	660	386	131	128
positives/20191225T213657+0900_infrared_image.png	1	660	386	131	128
positives/20191225T220221+0900_infrared_image.png	1	660	386	131	128
positives/20191225T222743+0900_infrared_image.png	1	660	386	131	128
positives/20191225T225306+0900_infrared_image.png	1	660	386	131	128
positives/20191225T231829+0900_infrared_image.png	1	660	386	131	128
positives/20191225T234352+0900_infrared_image.png	1	660	386	131	128
positives/20191226T000914+0900_infrared_image.png	1	660	386	131	128
positives/20191226T003437+0900_infrared_image.png	1	660	386	131	128
positives/20191226T010000+0900_infrared_image.png	1	660	386	131	128
positives/20191226T012524+0900_infrared_image.png	1	660	386	131	128
positives/20191226T015045+0900_infrared_image.png	1	660	386	131	128
positives/20191226T021609+0900_infrared_image.png	1	660	386	131	128
positives/20191226T024132+0900_infrared_image.png	1	660	386	131	128
positives/20191226T030655+0900_infrared_image.png	1	660	386	131	128
positives/20191226T033217+0900_infrared_image.png	1	660	386	131	128
positives/20191226T035740+0900_infrared_image.png	1	660	386	131	128
positives/20191226T042303+0900_infrared_image.png	1	660	386	131	128
positives/20191226T044825+0900_infrared_image.png	1	660	386	131	128
positives/20191226T060434+0900_infrared_image.png	1	660	386	131	128
positives/20191226T062956+0900_infrared_image.png	1	660	386	131	128
positives/20191226T065519+0900_infrared_image.png	1	660	386	131	128
positives/20191226T072042+0900_infrared_image.png	1	660	386	131	128
positives/20191226T074603+0900_infrared_image.png	1	660	386	131	128
positives/20191226T083658+0900_infrared_image.png	1	660	386	131	128
positives/20191226T154954+0900_infrared_image.png	1	660	386	131	128
positives/20191226T161518+0900_infrared_image.png	1	660	386	131	128
positives/20191226T164040+0900_infrared_image.png	1	660	386	131	128
positives/20191226T170603+0900_infrared_image.png	1	660	386	131	128
positives/20191226T173126+0900_infrared_image.png	1	660	386	131	128
positives/20191226T175649+0900_infrared_image.png	1	660	386	131	128
positives/20191226T182211+0900_infrared_image.png	1	660	386	131	128
positives/20191226T184734+0900_infrared_image.png	1	660	386	131	128
positives/20191226T191256+0900_infrared_image.png	1	660	386	131	128
positives/20191226T193820+0900_infrared_image.png	1	660	386	131	128
positives/20191226T200342+0900_infrared_image.png	1	660	386	131	128
positives/20191226T202905+0900_infrared_image.png	1	660	386	131	128
positives/20191226T205428+0900_infrared_image.png	1	660	386	131	128
positives/20191226T211951+0900_infrared_image.png	1	660	386	131	128
positives/20191226T214513+0900_infrared_image.png	1	660	386	131	128
positives/20191226T221036+0900_infrared_image.png	1	660	386	131	128
positives/20191226T223600+0900_infrared_image.png	1	660	386	131	128
positives/20191226T230122+0900_infrared_image.png	1	660	386	131	128
positives/20191226T232645+0900_infrared_image.png	1	660	386	131	128
positives/20191226T235207+0900_infrared_image.png	1	660	386	131	128
positives/20191227T001731+0900_infrared_image.png	1	660	386	131	128
positives/20191227T004254+0900_infrared_image.png	1	660	386	131	128
positives/20191227T010816+0900_infrared_image.png	1	660	386	131	128
positives/20191227T013339+0900_infrared_image.png	1	660	386	131	128
positives/20191227T015901+0900_infrared_image.png	1	660	386	131	128
positives/20191227T022423+0900_infrared_image.png	1	660	386	131	128
positives/20191227T024946+0900_infrared_image.png	1	660	386	131	128
positives/20191227T031509+0900_infrared_image.png	1	660	386	131	128
positives/20191227T034031+0900_infrared_image.png	1	660	386	131	128
positives/20191227T040555+0900_infrared_image.png	1	660	386	131	128
positives/20191227T043116+0900_infrared_image.png	1	660	386	131	128
positives/20191227T045640+0900_infrared_image.png	1	660	386	131	128
positives/20191227T052203+0900_infrared_image.png	1	660	386	131	128
positives/20191227T054726+0900_infrared_image.png	1	660	386	131	128
positives/20191227T061249+0900_infrared_image.png	1	660	386	131	128
positives/20191227T063812+0900_infrared_image.png	1	660	386	131	128
positives/20191227T070334+0900_infrared_image.png	1	660	386	131	128
positives/20191227T075421+0900_infrared_image.png	1	660	386	131	128
positives/20191227T081948+0900_infrared_image.png	1	660	386	131	128
positives/20191227T155813+0900_infrared_image.png	1	660	386	131	128
positives/20191227T162336+0900_infrared_image.png	1	660	386	131	128
positives/20191227T164857+0900_infrared_image.png	1	660	386	131	128
positives/20191227T171420+0900_infrared_image.png	1	660	386	131	128
positives/20191227T173943+0900_infrared_image.png	1	660	386	131	128
positives/20191227T180505+0900_infrared_image.png	1	660	386	131	128
positives/20191227T183027+0900_infrared_image.png	1	660	386	131	128
positives/20191227T185550+0900_infrared_image.png	1	660	386	131	128
positives/20191227T192112+0900_infrared_image.png	1	660	386	131	128
positives/20191227T194635+0900_infrared_image.png	1	660	386	131	128
positives/20191227T201158+0900_infrared_image.png	1	660	386	131	128
positives/20191227T203720+0900_infrared_image.png	1	660	386	131	128
