positives/resize_0.2/resized_20191225T000100+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T002625+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T005148+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T011711+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T014233+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T020757+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T023318+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T025841+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T032403+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T034926+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T041449+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T044013+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T050535+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T053058+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T055620+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T062142+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T064706+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T071228+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T073751+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T080316+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T082843+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T085411+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T130850+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T160700+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T163223+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T165746+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T172309+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T174831+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T181354+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T183917+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T190440+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T193002+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T195525+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T202048+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T211134+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T213657+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T220221+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T222743+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T225306+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T231829+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191225T234352+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T012524+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T021609+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T030655+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T033217+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T035740+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T042303+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T060434+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T062956+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T065519+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T072042+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T074603+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T083658+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T161518+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T164040+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T170603+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T173126+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T175649+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191226T232645+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T022423+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T024946+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T031509+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T045640+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T070334+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T162336+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T171420+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T173943+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T180505+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T183027+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T185550+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T192112+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T194635+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T201158+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T210243+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T212804+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T230934+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191227T233456+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191228T000019+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191228T002542+0900_infrared_image.png	1	132	77	27	27
positives/resize_0.2/resized_20191228T062100+0900_infrared_image.png	1	132	77	27	27
